fid,fid_raw,tail,dep,arr,deptime,arrtime,prev_fid,next_fid,turn,delay_penalty,cancel_penalty,alternates
678,UA_537_2025-12-02_IAH_YYC_0_0,272,IAH,YYC,1764689940,1764706080,,679.0,3900,157,3391200,"[453, 668, 392, 105, 417, 172, 140, 379, 243, 183, 563]"
679,UA_1953_2025-12-02_YYC_DEN_0_0,272,YYC,DEN,1764709980,1764719100,678.0,680.0,3480,166,3585600,"[614, 708]"
680,UA_506_2025-12-02_DEN_MCI_0_0,272,DEN,MCI,1764724200,1764730020,679.0,681.0,3600,133,2872800,"[888, 783, 825, 860, 736, 498, 687, 630, 523, 509, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
681,MX_272_2025-12-02_MCI_MCI_false,272,MCI,MCI,1764730020,1764737220,680.0,682.0,5100,0,7500000,
682,UA_1320_2025-12-03_MCI_DEN_0_0,272,MCI,DEN,1764774120,1764781560,681.0,683.0,3060,139,3002400,
683,UA_1294_2025-12-03_DEN_PSP_0_0,272,DEN,PSP,1764785820,1764794580,682.0,684.0,3060,136,2937600,"[890, 840, 785, 827, 862, 851, 775, 500, 690, 633, 525, 512, 95, 157, 84, 7, 19, 297, 350, 409, 383, 61]"
684,UA_274_2025-12-04_PSP_ORD_0_0,272,PSP,ORD,1764874920,1764889020,683.0,685.0,3060,95,2052000,
685,UA_381_2025-12-04_ORD_LGA_0_0,272,ORD,LGA,1764894600,1764902760,684.0,,3060,140,3024000,"[791, 857, 597, 706, 377, 402, 206, 446, 433, 494, 327, 315]"
686,UA_785_2025-12-02_AUS_DEN_0_0,273,AUS,DEN,1764702600,1764711180,,687.0,3060,151,3261600,
687,UA_350_2025-12-02_DEN_PHX_0_0,273,DEN,PHX,1764715800,1764723060,686.0,688.0,3060,138,2980800,"[848, 736, 498, 630, 599, 523, 509, 680, 155, 81, 4, 17, 345, 407, 381, 59]"
688,MX_273_2025-12-02_PHX_PHX_false,273,PHX,PHX,1764723060,1764759060,687.0,689.0,5100,0,7500000,
689,UA_597_2025-12-03_PHX_DEN_0_0,273,PHX,DEN,1764781800,1764788520,688.0,690.0,3060,139,3002400,"[804, 272]"
690,UA_1476_2025-12-03_DEN_TUS_0_0,273,DEN,TUS,1764794760,1764802260,689.0,691.0,3060,77,1663200,"[892, 775, 500, 633, 525, 514, 512, 683, 157, 84, 7, 19, 350, 409, 383, 61]"
691,UA_1401_2025-12-03_TUS_DEN_0_0,273,TUS,DEN,1764808200,1764815100,690.0,692.0,3060,45,972000,[351]
692,UA_1153_2025-12-03_DEN_ELP_0_0,273,DEN,ELP,1764819000,1764825660,691.0,693.0,3060,54,1166400,"[787, 829, 864, 853, 635, 527, 73, 766, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
693,UA_724_2025-12-04_ELP_DEN_0_0,273,ELP,DEN,1764856800,1764863580,692.0,694.0,3060,108,2332800,
694,UA_1460_2025-12-04_DEN_CMH_0_0,273,DEN,CMH,1764867720,1764877980,693.0,695.0,3060,129,2786400,"[789, 831, 855, 503, 637, 529, 517, 75, 768, 819, 120, 23, 301, 354, 413, 277, 64]"
695,UA_1389_2025-12-04_CMH_DEN_0_0,273,CMH,DEN,1764884400,1764896460,694.0,696.0,3060,135,2916000,
696,UA_756_2025-12-04_DEN_FAT_0_0,273,DEN,FAT,1764900300,1764909240,695.0,,3060,102,2203200,"[833, 866, 505, 651, 639, 519, 77, 821, 102, 164, 13, 122, 25, 356, 415, 254]"
697,UA_394_2025-12-02_LAX_CLE_0_0,274,LAX,CLE,1764702000,1764718200,,698.0,3060,148,3196800,
698,MX_274_2025-12-02_CLE_CLE_false,274,CLE,CLE,1764718200,1764736200,697.0,699.0,5100,0,7500000,
699,UA_490_2025-12-03_CLE_ORD_0_0,274,CLE,ORD,1764764100,1764769620,698.0,700.0,3060,140,3024000,
700,UA_2418_2025-12-03_ORD_PHL_0_0,274,ORD,PHL,1764774000,1764781620,699.0,701.0,3060,86,1857600,"[578, 738, 591, 645, 724, 371, 815, 128, 200, 487, 360]"
701,UA_1801_2025-12-03_PHL_ORD_0_0,274,PHL,ORD,1764785700,1764794100,700.0,702.0,3060,118,2548800,[283]
702,UA_1946_2025-12-03_ORD_RSW_0_0,274,ORD,RSW,1764798900,1764809760,701.0,703.0,3060,111,2397600,"[740, 593, 647, 110, 130, 202, 440, 429, 489, 286, 211]"
703,UA_467_2025-12-04_RSW_ORD_0_0,274,RSW,ORD,1764858000,1764869520,702.0,704.0,3060,149,3218400,[516]
704,UA_2189_2025-12-04_ORD_LGA_0_0,274,ORD,LGA,1764874800,1764882660,703.0,705.0,3060,145,3132000,"[100, 112, 135, 204, 444, 491, 290]"
705,UA_2299_2025-12-04_LGA_ORD_0_0,274,LGA,ORD,1764886380,1764896100,704.0,706.0,3060,137,2959200,"[610, 445, 291]"
706,UA_1923_2025-12-04_ORD_CID_0_0,274,ORD,CID,1764900300,1764904740,705.0,,3060,73,1576800,"[791, 857, 597, 685, 377, 206, 446, 494, 327, 315]"
707,UA_286_2025-12-02_SFO_YYC_0_0,275,SFO,YYC,1764693540,1764703560,,708.0,3900,92,1987200,"[872, 653, 748, 42, 220, 405, 268]"
708,UA_750_2025-12-02_YYC_IAH_0_0,275,YYC,IAH,1764707400,1764722640,707.0,709.0,3480,162,3499200,"[614, 679]"
709,UA_2157_2025-12-02_IAH_SLC_0_0,275,IAH,SLC,1764727500,1764739740,708.0,710.0,3600,148,3196800,"[565, 601, 670, 394, 333, 233, 437, 142, 185]"
710,UA_2181_2025-12-03_SLC_IAH_0_0,275,SLC,IAH,1764769800,1764781260,709.0,711.0,3060,143,3088800,
711,UA_1687_2025-12-03_IAH_IND_0_0,275,IAH,IND,1764786300,1764794760,710.0,712.0,3060,79,1706400,"[555, 568, 604, 672, 33, 396, 336, 236, 116, 422, 322, 144, 249, 187, 168]"
712,UA_2235_2025-12-03_IND_IAH_0_0,275,IND,IAH,1764800040,1764809700,711.0,713.0,3060,95,2052000,
713,UA_2157_2025-12-03_IAH_SLC_0_0,275,IAH,SLC,1764813900,1764826140,712.0,714.0,3060,131,2829600,"[842, 661, 621, 557, 606, 674, 373, 35, 51, 118, 177, 146, 189]"
714,UA_2181_2025-12-04_SLC_IAH_0_0,275,SLC,IAH,1764856200,1764867660,713.0,715.0,3060,118,2548800,
715,UA_1687_2025-12-04_IAH_IND_0_0,275,IAH,IND,1764872700,1764881160,714.0,716.0,3060,70,1512000,"[894, 844, 559, 649, 609, 461, 676, 375, 37, 53, 341, 87, 424, 179, 149, 252, 191]"
716,UA_2235_2025-12-04_IND_IAH_0_0,275,IND,IAH,1764886440,1764896100,715.0,717.0,3060,100,2160000,
717,UA_1542_2025-12-04_IAH_SAT_0_0,275,IAH,SAT,1764901200,1764905520,716.0,,3060,120,2592000,"[846, 666, 611, 757, 463, 39, 55, 343, 266, 193]"
718,MX_276_2025-12-02_WHQ_WHQ_false,276,WHQ,WHQ,1764720000,1764727200,,,5100,0,7500000,
719,UA_304_2025-12-02_LGA_ORD_0_0,277,LGA,ORD,1764681300,1764690900,,720.0,3060,137,2959200,"[640, 667, 416, 482, 165]"
720,UA_398_2025-12-02_ORD_LGA_0_0,277,ORD,LGA,1764698400,1764706260,719.0,721.0,3060,157,3391200,"[771, 641, 812, 27, 330, 483, 306]"
721,UA_1842_2025-12-02_LGA_ORD_0_0,277,LGA,ORD,1764710100,1764719820,720.0,722.0,3060,112,2419200,"[587, 642, 813, 418]"
722,UA_2627_2025-12-02_ORD_MSP_0_0,277,ORD,MSP,1764727380,1764733080,721.0,723.0,3060,132,2851200,"[773, 552, 368, 762, 29, 107, 126, 485, 281]"
723,UA_758_2025-12-03_MSP_ORD_0_0,277,MSP,ORD,1764770400,1764776460,722.0,724.0,3060,130,2808000,[382]
724,UA_398_2025-12-03_ORD_LGA_0_0,277,ORD,LGA,1764784800,1764792660,723.0,725.0,3060,121,2613600,"[738, 593, 645, 700, 371, 764, 815, 130, 200, 440, 487, 360, 284]"
725,UA_1842_2025-12-03_LGA_ORD_0_0,277,LGA,ORD,1764796500,1764806220,724.0,726.0,3060,91,1965600,"[739, 594, 646, 237, 131, 176]"
726,UA_630_2025-12-03_ORD_MSN_0_0,277,ORD,MSN,1764812820,1764816420,725.0,727.0,3060,91,1965600,"[740, 595, 647, 97, 110, 202, 442, 429, 286]"
727,UA_2137_2025-12-04_MSN_ORD_0_0,277,MSN,ORD,1764851400,1764855660,726.0,728.0,3060,104,2246400,
728,UA_1357_2025-12-04_ORD_IAD_0_0,277,ORD,IAD,1764859500,1764866640,727.0,729.0,3060,149,3218400,"[742, 100, 400, 133, 444, 431, 325, 288, 214]"
729,UA_1251_2025-12-04_IAD_RSW_0_0,277,IAD,RSW,1764872400,1764882000,728.0,730.0,3060,117,2527200,"[808, 365]"
730,UA_1361_2025-12-04_RSW_IAD_0_0,277,RSW,IAD,1764891600,1764900300,729.0,731.0,3060,106,2289600,
731,UA_1738_2025-12-04_IAD_ORD_0_0,277,IAD,ORD,1764905700,1764913380,730.0,732.0,3060,111,2397600,
732,MX_277_2025-12-04_ORD_ORD_false,277,ORD,ORD,1764913380,1764934980,731.0,,5100,0,7500000,
733,UA_690_2025-12-02_CLE_DEN_0_0,278,CLE,DEN,1764683100,1764695520,,734.0,3060,160,3456000,
734,UA_430_2025-12-02_DEN_ONT_0_0,278,DEN,ONT,1764699300,1764707520,733.0,735.0,3060,153,3304800,"[886, 837, 781, 823, 848, 613, 550, 496, 628, 599, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 317, 57]"
735,UA_1417_2025-12-02_ONT_DEN_0_0,278,ONT,DEN,1764711240,1764719100,734.0,736.0,3060,141,3045600,
736,UA_645_2025-12-02_DEN_FSD_0_0,278,DEN,FSD,1764722880,1764728460,735.0,737.0,3060,143,3088800,"[888, 783, 825, 860, 498, 687, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
737,UA_1484_2025-12-03_FSD_ORD_0_0,278,FSD,ORD,1764770400,1764777180,736.0,738.0,3060,153,3304800,[774]
738,UA_1332_2025-12-03_ORD_LGA_0_0,278,ORD,LGA,1764781200,1764789060,737.0,739.0,3060,150,3240000,"[593, 645, 724, 700, 371, 764, 815, 128, 200, 487, 360, 284]"
739,UA_1504_2025-12-03_LGA_ORD_0_0,278,LGA,ORD,1764792900,1764802620,738.0,740.0,3060,82,1771200,"[594, 646, 725, 237, 176]"
740,UA_2652_2025-12-03_ORD_CLE_0_0,278,ORD,CLE,1764807300,1764812160,739.0,741.0,3060,150,3240000,"[595, 647, 726, 702, 97, 110, 202, 442, 429, 489, 286, 211]"
741,UA_490_2025-12-04_CLE_ORD_0_0,278,CLE,ORD,1764850500,1764856020,740.0,742.0,3060,132,2851200,
742,UA_1269_2025-12-04_ORD_BOS_0_0,278,ORD,BOS,1764861540,1764870180,741.0,743.0,3060,130,2808000,"[728, 100, 400, 133, 444, 431, 325, 288, 214]"
743,UA_721_2025-12-04_BOS_IAD_0_0,278,BOS,IAD,1764875700,1764882120,742.0,744.0,3060,153,3304800,[38]
744,UA_1071_2025-12-04_IAD_JAX_0_0,278,IAD,JAX,1764888900,1764897000,743.0,,3060,127,2743200,[451]
745,MX_279_2025-12-03_IAD_IAD_false,279,IAD,IAD,1764806400,1764824400,,746.0,5100,0,7500000,
746,MX_279_2025-12-04_IAD_IAD_false,279,IAD,IAD,1764892800,1764914400,745.0,,5100,0,7500000,
747,UA_1355_2025-12-02_LAS_SFO_0_0,280,LAS,SFO,1764684000,1764690240,,748.0,3060,120,2592000,"[434, 464]"
748,UA_1046_2025-12-02_SFO_ATL_0_0,280,SFO,ATL,1764695100,1764712020,747.0,749.0,3060,153,3304800,"[872, 653, 707, 42, 220, 405, 268]"
749,MX_280_2025-12-02_ATL_ATL_false,280,ATL,ATL,1764712020,1764740820,748.0,750.0,5100,0,7500000,
750,UA_1259_2025-12-03_ATL_SFO_0_0,280,ATL,SFO,1764764160,1764783900,749.0,751.0,3060,143,3088800,[603]
751,UA_2623_2025-12-03_SFO_EUG_0_0,280,SFO,EUG,1764807000,1764812700,750.0,752.0,3060,77,1663200,"[877, 542, 540, 261, 226, 313, 385]"
752,UA_1870_2025-12-03_EUG_SFO_0_0,280,EUG,SFO,1764816420,1764822300,751.0,753.0,3060,79,1706400,
753,UA_448_2025-12-03_SFO_ONT_0_0,280,SFO,ONT,1764826080,1764830940,752.0,754.0,3060,120,2592000,"[542, 261, 313]"
754,UA_277_2025-12-04_ONT_SFO_0_0,280,ONT,SFO,1764856800,1764861840,753.0,755.0,3060,131,2829600,
755,UA_286_2025-12-04_SFO_YYC_0_0,280,SFO,YYC,1764866340,1764876360,754.0,756.0,3900,120,2592000,"[880, 572, 544, 799, 264, 477]"
756,UA_750_2025-12-04_YYC_IAH_0_0,280,YYC,IAH,1764880200,1764895440,755.0,757.0,3480,135,2916000,[278]
757,UA_2445_2025-12-04_IAH_TUL_0_0,280,IAH,TUL,1764901500,1764907020,756.0,,3600,76,1641600,"[846, 666, 717, 611, 463, 39, 55, 343, 266, 193]"
758,MX_281_2025-12-02_ORD_ORD_false,281,ORD,ORD,1764720000,1764741600,,759.0,5100,0,7500000,
759,MX_281_2025-12-03_ORD_ORD_false,281,ORD,ORD,1764806400,1764846000,758.0,760.0,5100,0,7500000,
760,MX_281_2025-12-05_ORD_ORD_false,281,ORD,ORD,1764979200,1765000800,759.0,,5100,0,7500000,
761,UA_1278_2025-12-02_SMF_ORD_0_0,282,SMF,ORD,1764699600,1764714540,,762.0,3060,164,3542400,
762,UA_1084_2025-12-02_ORD_SAV_0_0,282,ORD,SAV,1764719400,1764727380,761.0,763.0,3060,113,2440800,"[773, 588, 552, 643, 722, 368, 812, 29, 107, 126, 485, 281, 208]"
763,UA_2290_2025-12-03_SAV_ORD_0_0,282,SAV,ORD,1764774900,1764783900,762.0,764.0,3060,108,2332800,
764,UA_622_2025-12-03_ORD_AUS_0_0,282,ORD,AUS,1764787500,1764798300,763.0,765.0,3060,143,3088800,"[738, 593, 645, 724, 371, 130, 440, 487, 284]"
765,UA_2447_2025-12-03_AUS_DEN_0_0,282,AUS,DEN,1764802020,1764810660,764.0,766.0,3060,123,2656800,
766,UA_431_2025-12-03_DEN_GJT_0_0,282,DEN,GJT,1764814800,1764818700,765.0,767.0,3060,92,1987200,"[787, 829, 864, 853, 692, 635, 527, 73, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
767,UA_1877_2025-12-04_GJT_DEN_0_0,282,GJT,DEN,1764857700,1764862140,766.0,768.0,3060,154,3326400,
768,UA_1350_2025-12-04_DEN_DFW_0_0,282,DEN,DFW,1764866100,1764873720,767.0,769.0,3060,143,3088800,"[789, 831, 855, 503, 694, 637, 529, 517, 75, 819, 120, 23, 301, 354, 413, 277, 64]"
769,UA_248_2025-12-04_DFW_DEN_0_0,282,DFW,DEN,1764877680,1764885300,768.0,770.0,3060,142,3067200,
770,UA_331_2025-12-04_DEN_MIA_0_0,282,DEN,MIA,1764889260,1764903540,769.0,,3060,129,2786400,"[833, 866, 639, 77, 821, 162, 11, 122, 25, 303, 356, 415, 254, 66]"
771,UA_399_2025-12-02_ORD_BOS_0_0,283,ORD,BOS,1764694800,1764703200,,772.0,3060,166,3585600,"[586, 641, 720, 27, 330, 483, 306]"
772,UA_2040_2025-12-02_BOS_ORD_0_0,283,BOS,ORD,1764710400,1764721200,771.0,773.0,3060,168,3628800,
773,UA_2485_2025-12-02_ORD_FSD_0_0,283,ORD,FSD,1764727440,1764733800,772.0,774.0,3060,133,2872800,"[552, 722, 368, 762, 29, 107, 126, 485, 281]"
774,UA_1718_2025-12-03_FSD_DEN_0_0,283,FSD,DEN,1764774000,1764781140,773.0,775.0,3060,147,3175200,[737]
775,UA_1311_2025-12-03_DEN_SAT_0_0,283,DEN,SAT,1764794520,1764802440,774.0,776.0,3060,97,2095200,"[892, 500, 690, 633, 525, 514, 512, 683, 157, 84, 7, 19, 350, 409, 383, 61]"
776,UA_582_2025-12-03_SAT_IAH_0_0,283,SAT,IAH,1764806340,1764810120,775.0,777.0,3060,72,1555200,
777,MX_283_2025-12-03_IAH_IAH_false,283,IAH,IAH,1764810120,1764896520,776.0,,5100,0,7500000,
778,MX_284_2025-12-02_ORD_ORD_false,284,ORD,ORD,1764720000,1764741600,,779.0,5100,0,7500000,
779,MX_284_2025-12-04_ORD_ORD_false,284,ORD,ORD,1764892800,1764903600,778.0,,5100,0,7500000,
780,UA_1774_2025-12-02_FAT_DEN_0_0,285,FAT,DEN,1764681300,1764689400,,781.0,3060,147,3175200,
781,UA_1003_2025-12-02_DEN_CHS_0_0,285,DEN,CHS,1764694200,1764706140,780.0,782.0,3060,135,2916000,"[886, 837, 823, 613, 734, 550, 496, 628, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 293, 317, 57]"
782,UA_557_2025-12-02_CHS_DEN_0_0,285,CHS,DEN,1764709860,1764724200,781.0,783.0,3060,124,2678400,
783,UA_719_2025-12-02_DEN_RNO_0_0,285,DEN,RNO,1764728400,1764737340,782.0,784.0,3060,134,2894400,"[888, 825, 860, 736, 498, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
784,UA_2676_2025-12-03_RNO_DEN_0_0,285,RNO,DEN,1764768300,1764776820,783.0,785.0,3060,111,2397600,
785,UA_1362_2025-12-03_DEN_BWI_0_0,285,DEN,BWI,1764780660,1764792660,784.0,786.0,3060,160,3456000,"[890, 840, 827, 862, 851, 633, 525, 512, 683, 95, 157, 7, 19, 297, 350, 409, 383, 61]"
786,UA_2012_2025-12-03_BWI_DEN_0_0,285,BWI,DEN,1764796500,1764811320,785.0,787.0,3060,131,2829600,
787,UA_476_2025-12-03_DEN_YEG_0_0,285,DEN,YEG,1764815160,1764825540,786.0,788.0,3900,127,2743200,"[829, 864, 853, 692, 635, 527, 73, 766, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
788,UA_1522_2025-12-04_YEG_DEN_0_0,285,YEG,DEN,1764853200,1764863700,787.0,789.0,3480,136,2937600,
789,UA_1575_2025-12-04_DEN_PHL_0_0,285,DEN,PHL,1764868200,1764880920,788.0,790.0,3600,157,3391200,"[831, 855, 503, 694, 637, 529, 517, 75, 768, 819, 120, 23, 301, 354, 413, 277, 64]"
790,UA_308_2025-12-04_PHL_ORD_0_0,285,PHL,ORD,1764886020,1764894900,789.0,791.0,3060,161,3477600,
791,UA_533_2025-12-04_ORD_OMA_0_0,285,ORD,OMA,1764900300,1764906420,790.0,792.0,3060,109,2354400,"[857, 597, 706, 685, 377, 206, 446, 494, 327, 315]"
792,MX_285_2025-12-04_OMA_OMA_false,285,OMA,OMA,1764906420,1764928020,791.0,,5100,0,7500000,
793,UA_1259_2025-12-02_SFO_LAS_0_0,289,SFO,LAS,1764708900,1764714960,,794.0,4080,159,3434400,"[44, 220, 405]"
794,MX_289_2025-12-02_LAS_LAS_false,289,LAS,LAS,1764714960,1764736560,793.0,795.0,5100,0,7500000,
795,UA_1355_2025-12-03_LAS_SFO_0_0,289,LAS,SFO,1764770400,1764776640,794.0,796.0,3060,144,3110400,[321]
796,UA_1046_2025-12-03_SFO_ATL_0_0,289,SFO,ATL,1764781500,1764798420,795.0,797.0,3060,149,3218400,"[875, 659, 49, 224, 474, 309, 273]"
797,MX_289_2025-12-03_ATL_ATL_false,289,ATL,ATL,1764798420,1764820020,796.0,798.0,5100,0,7500000,
798,UA_1259_2025-12-04_ATL_SFO_0_0,289,ATL,SFO,1764850560,1764870300,797.0,799.0,3060,128,2764800,
799,UA_1881_2025-12-04_SFO_SJD_0_0,289,SFO,SJD,1764874320,1764885900,798.0,800.0,3900,165,3564000,"[882, 572, 544, 755, 264, 229, 477, 388]"
800,UA_1174_2025-12-04_SJD_SFO_0_0,289,SJD,SFO,1764889800,1764901920,799.0,801.0,3480,44,950400,[895]
801,MX_289_2025-12-04_SFO_SFO_false,289,SFO,SFO,1764901920,1764905520,800.0,,5100,0,7500000,
802,UA_1873_2025-12-02_PHX_IAD_0_0,290,PHX,IAD,1764690720,1764705900,,803.0,3060,150,3240000,
803,UA_1938_2025-12-02_IAD_PHX_0_0,290,IAD,PHX,1764715920,1764734700,802.0,804.0,3060,160,3456000,
804,UA_1873_2025-12-03_PHX_IAD_0_0,290,PHX,IAD,1764777120,1764792300,803.0,805.0,3060,151,3261600,"[689, 272]"
805,UA_1071_2025-12-03_IAD_JAX_0_0,290,IAD,JAX,1764802500,1764810600,804.0,806.0,3060,85,1836000,[362]
806,MX_290_2025-12-03_JAX_JAX_false,290,JAX,JAX,1764810600,1764846600,805.0,807.0,5100,0,7500000,
807,UA_1434_2025-12-04_JAX_IAD_0_0,290,JAX,IAD,1764858000,1764864660,806.0,808.0,3060,91,1965600,
808,UA_642_2025-12-04_IAD_PHX_0_0,290,IAD,PHX,1764869700,1764888120,807.0,809.0,3060,161,3477600,"[729, 365]"
809,UA_564_2025-12-04_PHX_SFO_0_0,290,PHX,SFO,1764891840,1764899400,808.0,810.0,3060,146,3153600,"[650, 480]"
810,UA_589_2025-12-04_SFO_SNA_0_0,290,SFO,SNA,1764904200,1764909720,809.0,,3060,159,3434400,"[884, 548, 546, 531, 279]"
811,UA_2095_2025-12-02_MSY_ORD_0_0,292,MSY,ORD,1764693300,1764702600,,812.0,3060,126,2721600,
812,UA_1045_2025-12-02_ORD_LGA_0_0,292,ORD,LGA,1764709200,1764716820,811.0,813.0,3060,149,3218400,"[588, 643, 720, 368, 762, 27, 485, 306, 208]"
813,UA_1234_2025-12-02_LGA_ORD_0_0,292,LGA,ORD,1764720900,1764730620,812.0,814.0,3060,98,2116800,"[589, 721, 418]"
814,MX_292_2025-12-02_ORD_ORD_false,292,ORD,ORD,1764730620,1764745020,813.0,815.0,5100,0,7500000,
815,UA_2037_2025-12-03_ORD_PSP_0_0,292,ORD,PSP,1764774660,1764790920,814.0,816.0,3060,101,2181600,"[578, 738, 645, 724, 700, 371, 128, 200, 487, 360]"
816,UA_1246_2025-12-03_PSP_DEN_0_0,292,PSP,DEN,1764795900,1764803820,815.0,817.0,3060,99,2138400,[428]
817,UA_2324_2025-12-03_DEN_CID_0_0,292,DEN,CID,1764808560,1764815520,816.0,818.0,3060,91,1965600,"[892, 787, 829, 864, 853, 692, 635, 527, 514, 73, 766, 398, 9, 21, 299, 352, 411, 275]"
818,UA_1500_2025-12-04_CID_DEN_0_0,292,CID,DEN,1764859620,1764867900,817.0,819.0,3060,125,2700000,
819,UA_1547_2025-12-04_DEN_FCA_0_0,292,DEN,FCA,1764872100,1764880500,818.0,820.0,3060,148,3196800,"[789, 831, 855, 503, 694, 637, 529, 517, 75, 768, 162, 11, 120, 23, 301, 354, 413, 277, 66]"
820,UA_2121_2025-12-04_FCA_DEN_0_0,292,FCA,DEN,1764884220,1764892260,819.0,821.0,3060,144,3110400,
821,UA_1422_2025-12-04_DEN_STL_0_0,292,DEN,STL,1764895980,1764903420,820.0,,3060,65,1404000,"[833, 866, 505, 651, 696, 639, 519, 77, 770, 102, 164, 13, 122, 25, 303, 356, 415, 254]"
822,UA_595_2025-12-02_AUS_DEN_0_0,295,AUS,DEN,1764688260,1764696900,,823.0,3060,158,3412800,
823,UA_1415_2025-12-02_DEN_SMF_0_0,295,DEN,SMF,1764701100,1764710700,822.0,824.0,3060,162,3499200,"[886, 837, 781, 848, 613, 734, 550, 496, 628, 599, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 345, 293, 317, 57]"
824,UA_566_2025-12-02_SMF_DEN_0_0,295,SMF,DEN,1764720120,1764728700,823.0,825.0,3060,138,2980800,[358]
825,UA_1153_2025-12-02_DEN_ELP_0_0,295,DEN,ELP,1764732600,1764739260,824.0,826.0,3060,93,2008800,"[888, 783, 860, 736, 498, 630, 523, 509, 680, 71, 93, 155, 81, 4, 17, 295, 407, 381, 59]"
826,UA_724_2025-12-03_ELP_DEN_0_0,295,ELP,DEN,1764770400,1764777180,825.0,827.0,3060,122,2635200,
827,UA_1874_2025-12-03_DEN_YYZ_0_0,295,DEN,YYZ,1764780840,1764792120,826.0,828.0,3900,124,2678400,"[890, 840, 785, 862, 851, 633, 525, 512, 683, 95, 157, 7, 19, 297, 350, 409, 383, 61]"
828,UA_568_2025-12-03_YYZ_DEN_0_0,295,YYZ,DEN,1764796200,1764810360,827.0,829.0,3480,145,3132000,
829,UA_719_2025-12-03_DEN_RNO_0_0,295,DEN,RNO,1764814800,1764823740,828.0,830.0,3600,117,2527200,"[787, 864, 853, 692, 635, 527, 73, 766, 817, 398, 159, 9, 21, 299, 352, 411, 275]"
830,UA_2676_2025-12-04_RNO_DEN_0_0,295,RNO,DEN,1764854700,1764863220,829.0,831.0,3060,103,2224800,
831,UA_2637_2025-12-04_DEN_GRR_0_0,295,DEN,GRR,1764867000,1764876180,830.0,832.0,3060,157,3391200,"[789, 855, 503, 694, 637, 529, 517, 75, 768, 819, 120, 23, 301, 354, 413, 277, 64]"
832,UA_2093_2025-12-04_GRR_DEN_0_0,295,GRR,DEN,1764879900,1764890940,831.0,833.0,3060,121,2613600,
833,UA_1374_2025-12-04_DEN_FLL_0_0,295,DEN,FLL,1764895080,1764909000,832.0,834.0,3060,86,1857600,"[866, 505, 696, 639, 519, 77, 770, 821, 102, 164, 13, 122, 25, 303, 356, 415, 254]"
834,MX_295_2025-12-04_FLL_FLL_false,295,FLL,FLL,1764909000,1764919800,833.0,,5100,0,7500000,
835,MX_298_2025-12-02_CLE_CLE_false,298,CLE,CLE,1764720000,1764748800,,,5100,0,7500000,
836,UA_1188_2025-12-02_RDM_DEN_0_0,501,RDM,DEN,1764680400,1764689220,,837.0,3060,124,2678400,
837,UA_2273_2025-12-02_DEN_MSY_0_0,501,DEN,MSY,1764693540,1764703260,836.0,838.0,3060,168,3628800,"[886, 781, 823, 613, 734, 550, 496, 628, 535, 521, 507, 69, 90, 153, 79, 2, 124, 15, 427, 293, 317, 57]"
838,UA_2325_2025-12-02_MSY_DEN_0_0,501,MSY,DEN,1764712800,1764723600,837.0,839.0,3060,121,2613600,
839,MX_501_2025-12-02_DEN_DEN_false,501,DEN,DEN,1764723600,1764752400,838.0,840.0,5100,0,7500000,
840,UA_2149_2025-12-03_DEN_SMF_0_0,501,DEN,SMF,1764775320,1764784980,839.0,841.0,3060,68,1468800,"[890, 785, 827, 862, 851, 633, 525, 683, 95, 19, 223, 297, 409, 383]"
841,UA_1949_2025-12-03_SMF_IAH_0_0,501,SMF,IAH,1764789120,1764802200,840.0,842.0,3060,162,3499200,[109]
842,UA_2069_2025-12-03_IAH_CVG_0_0,501,IAH,CVG,1764814740,1764823440,841.0,843.0,3060,50,1080000,"[661, 621, 713, 557, 606, 373, 35, 51, 118, 177, 146, 189]"
843,UA_2442_2025-12-04_CVG_IAH_0_0,501,CVG,IAH,1764847800,1764858060,842.0,844.0,3060,90,1944000,
844,UA_2311_2025-12-04_IAH_DCA_0_0,501,IAH,DCA,1764863460,1764874320,843.0,845.0,3060,112,2419200,"[894, 582, 664, 623, 715, 559, 609, 461, 676, 375, 37, 53, 341, 87, 239, 179, 252, 191]"
845,UA_1726_2025-12-04_DCA_IAH_0_0,501,DCA,IAH,1764878040,1764890700,844.0,846.0,3060,121,2613600,"[624, 376]"
846,UA_2659_2025-12-04_IAH_LGA_0_0,501,IAH,LGA,1764894900,1764907440,845.0,,3060,143,3088800,"[666, 625, 717, 561, 757, 463, 55, 343, 266, 241, 181, 216, 193]"
847,UA_647_2025-12-02_BOS_DEN_0_0,502,BOS,DEN,1764677700,1764695100,,848.0,3060,163,3520800,
